name,approximate_value,games.x,AVp16,X1,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games.y,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year,X
Brian Allen,1,16,1.0,Career,,18.0,,,,1.0,0.0,,,3-Jun,5.0,0.0,,,,,9.0,,,,,brian-allen-6,,,DB,,,,,,,,,,,,1.0,,Career,44.0,4.5,Utah,62.0,,,205.0,,,,0.0,0.0,,
Jeff Allen,28,84,5.33333333333333,Career,,55.0,,,,1.0,0.0,0.0,,,1.0,0.0,,,,,3.0,,,,,jeff-allen-1,,,DB,,,,,,,,,,,,0.0,,Career,59.0,2.0,Maryland,114.0,,,,,,0.0,0.0,0.0,,
Nate Allen,33,100,5.28,Career,,84.0,,0.0,0.0,0.0,0.0,2.0,,,9.0,1.0,,0.0,0.0,,0.0,,,,,nate-allen-1,,18.0,DB,0.0,,,,,,,,,,,1.0,0.0,Career,142.0,5.0,South Florida,226.0,3.0,0.0,,,,3.0,139.0,15.4,,
Will Allen,55,140,6.28571428571429,,,,,,,,,,,,5.0,1.0,,,,,,,,,,will-allen-1,,6.0,DB,,,,,,,,,,,,,,Career,,,Ohio State,,1.0,,,,,,139.0,27.8,,Career
Jonathon Amaya,3,38,1.26315789473684,Career,,95.0,,,,,,,,,7.0,1.0,,,,,,,,,,jonathon-amaya-1,,6.0,DB,0.0,,,,,,,,,,,1.0,,Career,140.0,9.5,Nevada,235.0,1.0,,,,,,128.0,18.3,,
David Amerson,23,74,4.97297297297297,Career,,51.0,,,,,,,,,18.0,3.0,,0.0,,,,,,,,david-amerson-1,,18.0,DB,,,,,,,,,,,,0.0,,Career,126.0,3.0,North Carolina State,177.0,3.0,,,,,,287.0,15.9,,
Prince Amukamara,40,113,5.663716814159289,Career,,61.0,,,,2.0,0.0,0.0,,,5.0,0.0,,,,,15.0,,,,,prince-amukamara-1,,,DB,,,,,,,,,,,,4.0,,Career,100.0,6.0,Nebraska,161.0,,,,,,0.0,63.0,12.6,,
Javier Arenas,8,69,1.8550724637681202,Career,,50.0,,,,,,,,,6.0,1.0,,0.0,,,,,,,,javier-arenas-1,,48.0,DB,7.0,,,,,,,,,,,7.0,,Career,104.0,17.5,Alabama,154.0,8.0,,,,,,88.0,14.7,,
Cornell Armstrong,1,20,0.8,Career,,36.0,,0.0,0.0,0.0,1.0,,,11-May,5.0,1.0,,0.0,,,29.0,,,,,cornell-armstrong-1,,6.0,DB,0.0,,,,,,,,,,,0.0,,Career,110.0,9.5,Southern Mississippi,146.0,1.0,,180.0,,,,45.0,9.0,,
Larry Asante,2,39,0.8205128205128199,Career,,98.0,,,,,,,,,3.0,1.0,,0.0,,,,,,,,larry-asante-1,,6.0,DB,,,,,,,,,,,,1.0,,Career,126.0,2.0,Nebraska,224.0,1.0,,,,,,74.0,24.7,,
Nnamdi Asomugha,73,157,7.43949044585987,,,,,,,,,,,,7.0,3.0,,,,,,,,,,nnamdi-asomugha-1,,18.0,DB,,,,,,,,,,,,,,Career,,,California,,3.0,,,,,,127.0,18.1,,Career
Anthony Averett,2,20,1.6,Career,,27.0,,,,2.0,0.0,,,Jun-00,1.0,0.0,,,,,16.0,,,,,anthony-averett-1,,,DB,,,,,,,,,,,,2.0,,Career,71.0,7.0,Alabama,98.0,,,185.0,,,,30.0,30.0,,
Chidobe Awuzie,15,41,5.85365853658537,Career,,53.0,,,,6.0,3.0,,,1-Jun,3.0,0.0,,,,,25.0,,,,,chidobe-awuzie-1,,,DB,,,,,,,,,,,,9.0,,Career,212.0,25.0,Colorado,265.0,,,202.0,,,,40.0,13.3,,
Johnson Bademosi,9,120,1.2,Career,,24.0,,,,2.0,0.0,0.0,,,1.0,0.0,,,,,15.0,,,,,johnson-bademosi-1,,,DB,,,,,,,,,,,,0.0,,Career,98.0,0.5,Stanford,122.0,,,,,,0.0,19.0,19.0,,
Budda Baker,20,46,6.95652173913043,Career,,61.0,,,,3.0,0.0,,,10-May,5.0,0.0,,,,,18.0,,,,,budda-baker-1,1.0,,DB,,,0.0,0.0,,0.0,1.0,0.0,-1.0,-1.0,0.0,4.0,,Career,138.0,13.0,Washington,199.0,,,192.0,-1.0,-1.0,,62.0,12.4,,
Rashad Baker,4,52,1.23076923076923,,,,,,,,,,,,11.0,0.0,,,,,,,,,,rashad-baker-1,,,DB,,,,,,,,,,,,,,Career,,,Tennessee,,,,,,,,109.0,9.9,,Career
Alan Ball,21,108,3.11111111111111,,,29.0,,,,,,,,,2.0,0.0,,,,,,,,,,alan-ball-1,,,DB,,,,,,,,,,,,0.0,,Career,88.0,7.5,Illinois,117.0,,,,,,,0.0,0.0,,Career
Chris Banjo,5,89,0.8988764044943821,Career,,126.0,,,,0.0,2.0,,,,4.0,0.0,,,,,8.0,,,,,chris-banjo-1,,,DB,,,,,,,,,,,,0.0,,Career,195.0,9.5,SMU,321.0,,,,,,,74.0,18.5,,
Johnthan Banks,13,57,3.6491228070175405,Career,,82.0,,,,,,,,,16.0,3.0,,,,,,,,,,johnthan-banks-1,,24.0,DB,1.0,,,,,,,,,,,4.0,,Career,139.0,11.5,Mississippi State,221.0,4.0,,,,,,320.0,20.0,,
Dominique Barber,5,39,2.05128205128205,Career,,59.0,,0.0,0.0,1.0,2.0,1.0,,,4.0,1.0,,0.0,0.0,,8.0,,,,,dominique-barber-1,,12.0,DB,0.0,,,,,,,,,,,1.0,0.0,Career,128.0,6.5,Minnesota,187.0,2.0,0.0,,,,53.0,57.0,14.3,,
Kevin Barnes,3,31,1.5483870967741902,Career,,25.0,,,,0.0,0.0,0.0,,,6.0,0.0,,,,,1.0,,,,,kevin-barnes-1,,,DB,,,,,,,,,,,,0.0,,Career,74.0,5.5,Maryland,99.0,,,,,,0.0,82.0,13.7,,
Josh Barrett,3,25,1.92,Career,,48.0,,,,,,,,,6.0,0.0,,,,,,,,,,josh-barrett-1,,,DB,,,,,,,,,,,,3.0,,Career,109.0,14.5,Arizona State,157.0,,,,,,,77.0,12.8,,
Mark Barron,44,119,5.91596638655462,Career,,86.0,,,,1.0,1.0,,,,12.0,1.0,,,,,11.0,,,,,mark-barron-1,,6.0,DB,0.0,,,,,,,,,,,5.0,,Career,149.0,13.0,Alabama,235.0,1.0,,,,,,145.0,12.1,,
Eric Bassey,2,18,1.77777777777778,,,6.0,,0.0,0.0,0.0,0.0,1.0,,,3.0,1.0,,0.0,0.0,,1.0,,,,,eric-bassey-1,,12.0,DB,0.0,,,,,,,,,,,0.0,0.0,Career,9.0,0.0,Oklahoma,15.0,2.0,0.0,,,,45.0,31.0,10.3,,Career
Mike Bell,12,53,3.6226415094339597,Career,,78.0,,,,1.0,2.0,,,3-Jun,4.0,0.0,,,,,12.0,,,,,mike-bell-11,,,DB,,,,,,,,,,,,0.5,,Career,121.0,9.0,Fresno State,199.0,,,205.0,,,,19.0,4.8,,
Fred Bennett,8,49,2.6122448979591804,,,16.0,,,,,,,,,9.0,0.0,,,,,,,,,,fred-bennett-1,,,DB,,,,,,,,,,,,1.0,,Career,52.0,2.0,South Carolina,68.0,,,,,,,43.0,4.8,,Career
Nat Berhe,3,42,1.14285714285714,Career,,102.0,,,,1.0,3.0,,,10-May,5.0,0.0,,,,,15.0,,,,,nat-berhe-1,,,DB,,,,,,,,,,,,1.0,,Career,197.0,12.0,San Diego State,299.0,,,190.0,,,,11.0,2.2,,
Aaron Berry,3,20,2.4,Career,,23.0,,,,,,,,,6.0,0.0,,,,,,,,,,aaron-berry-1,,,DB,,,,,,,,,,,,2.0,,Career,70.0,6.0,Pitt,93.0,,,,,,,81.0,13.5,,
Eric Berry,54,89,9.70786516853933,Career,,88.0,,,,,,,,,14.0,3.0,,0.0,,,,,,,,eric-berry-1,8.0,18.0,DB,,,0.0,3.0,3.0,1.0,7.0,0.0,37.0,5.3,0.0,3.0,,Career,157.0,17.5,Tennessee,245.0,3.0,,,40.0,5.0,,494.0,35.3,,
Atari Bigby,19,72,4.2222222222222205,,,,,,,,,,,,3.0,0.0,,,,,,,,,,atari-bigby-1,,,DB,,,,,,,,,,,,,,Career,,,UCF,,,,,,,,38.0,12.7,,Career
E.J. Biggers,14,92,2.4347826086956497,Career,57.5,50.0,2.0,,,,,,,,7.0,0.0,0.0,,,2.0,,100.0,1.0,95.0,47.5,ej-biggers-1,,,DB,,664.0,,,,,,,,,,0.0,,Career,111.0,6.0,Western Michigan,161.0,,,,,,,88.0,12.6,,
Ahmad Black,3,24,2.0,Career,,102.0,,0.0,0.0,0.0,0.0,0.0,,,13.0,3.0,,0.0,0.0,,0.0,,,,,ahmad-black-1,,18.0,DB,0.0,,,,,,,,,,,2.0,0.0,Career,142.0,13.0,Florida,244.0,3.0,0.0,,,,0.0,362.0,27.8,,
Quincy Black,22,81,4.34567901234568,,,91.0,,,,,,,,,4.0,2.0,,,,,,,,,,quincy-black-1,,12.0,DB,,,,,,,,,,,,1.5,,Career,86.0,4.5,New Mexico,177.0,2.0,,,,,,169.0,42.3,,Career
Antwon Blake,12,78,2.46153846153846,Career,,44.0,,,,2.0,0.0,0.0,,,1.0,0.0,,,,,15.0,,,,,antwon-blake-1,,,DB,,,,,,,,,,,,1.0,,Career,93.0,4.0,UTEP,137.0,,,,,,0.0,0.0,0.0,,
Robert Blanton,10,72,2.22222222222222,Career,,70.0,,,,0.0,1.0,,,,8.0,1.0,,,,,10.0,,,,,robert-blanton-1,,12.0,DB,1.0,,,,,,,,,,,2.5,,Career,124.0,19.5,Notre Dame,194.0,2.0,,,,,,128.0,16.0,,
Briean Boddy-Calhoun,10,46,3.4782608695652204,Career,,24.0,,0.0,0.0,2.0,2.0,,,11-May,10.0,2.0,,0.0,,,15.0,,,,,briean-boddy-calhoun-1,,12.0,DB,0.0,,,,,,,,,,,0.5,,Career,80.0,3.5,Minnesota,104.0,2.0,,190.0,,,,169.0,16.9,,
Omar Bolden,5,56,1.42857142857143,Career,,38.0,,,,1.0,0.0,,,,7.0,2.0,,2.0,,,7.0,,,,,omar-bolden-1,,24.0,DB,0.0,,,,,,,,,,,0.0,,Career,100.0,4.0,Arizona State,138.0,4.0,,,,,,114.0,16.3,,
A.J. Bouye,33,93,5.67741935483871,Career,,32.0,,0.0,0.0,0.0,0.0,1.0,,,6.0,2.0,,0.0,0.0,,1.0,,,,,aj-bouye-1,,18.0,DB,0.0,,,,,,,,,,,1.0,0.0,Career,78.0,5.0,UCF,110.0,3.0,0.0,,,,79.0,180.0,30.0,,
Zackary Bowman,17,99,2.74747474747475,Career,,10.0,,,,,,,,,3.0,0.0,,,,,,,,,,zackary-bowman-1,,,DB,,,,,,,,,,,,0.0,,Career,46.0,2.0,Nebraska,56.0,,,,,,,0.0,0.0,,
Brandon Boykin,9,64,2.25,Career,,53.0,,0.0,0.0,0.0,0.0,0.0,,,9.0,0.0,,4.0,0.0,,0.0,,,,,brandon-boykin-1,12.0,48.0,DB,1.0,,2.0,71.0,14.2,5.0,7.0,1.0,103.0,14.7,3.0,1.0,0.0,Career,106.0,20.0,Georgia,159.0,8.0,0.0,,174.0,14.5,0.0,36.0,4.0,,
Tyron Brackenridge,5,46,1.7391304347826102,,,21.0,,,,,,,,,3.0,1.0,,0.0,,,,,,,,tyron-brackenridge-1,,6.0,DB,0.0,,,,,,,,,,,0.0,,Career,29.0,5.0,Washington State,50.0,1.0,,,,,,42.0,14.0,,Career
James Bradberry,22,60,5.86666666666667,Career,,0.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,james-bradberry-1,,,DB,,,,,,,,,,,,0.0,,Career,1.0,0.0,Arkansas State,1.0,,,,,,0.0,,,,
Tyvon Branch,31,106,4.67924528301887,Career,,89.0,,,,,,,,,3.0,0.0,,2.0,,,,,,,,tyvon-branch-1,,12.0,DB,,,,,,,,,,,,0.5,,Career,122.0,7.5,Connecticut,211.0,2.0,,,,,,15.0,5.0,,
Tramaine Brock,25,117,3.41880341880342,Career,,20.0,,,,,,,,,1.0,0.0,,,,,,,,,,tramaine-brock-1,,,DB,,,,,,,,,,,,0.0,,Career,53.0,2.5,Minnesota,73.0,,,,,,,1.0,1.0,,
Ahmad Brooks,62,145,6.84137931034483,,,,,,,,,,,,4.0,0.0,,,,,,,,,,ahmad-brooks-1,,,DB,,,,,,,,,,,,,,Career,,,Texas,,,,,,,,17.0,4.3,,Career
Ron Brooks,6,52,1.84615384615385,Career,,40.0,,,,3.0,3.0,,,,3.0,3.0,,0.0,,,9.0,,,,,ron-brooks-1,,18.0,DB,,,,,,,,,,,,5.5,,Career,50.0,12.5,LSU,90.0,3.0,,,,,,106.0,35.3,,
Terrence Brooks,7,80,1.4,Career,,38.0,,,,2.0,1.0,,,11-May,5.0,0.0,,,,,11.0,,,,,terrence-brooks-1,,,DB,,,,,,,,,,,,1.0,,Career,88.0,9.5,Florida State,126.0,,,200.0,,,,28.0,5.6,,
Anthony Brown,14,56,4.0,Career,,36.0,,,,1.0,0.0,,,11-May,1.0,0.0,,,,,6.0,,,,,anthony-brown-10,,,DB,,,,,,,,,,,,1.5,,Career,39.0,8.0,Eastern Michigan,75.0,,,200.0,,,,15.0,15.0,,
Brandon Browner,26,61,6.81967213114754,,,,,,,,,,,,6.0,1.0,,,,,,,,,,brandon-browner-1,,6.0,DB,,,,,,,,,,,,,,Career,,,Oregon State,,1.0,,,,,,74.0,12.3,,Career
C.C. Brown,21,83,4.04819277108434,,,,,,,,,,,,2.0,0.0,,,,,,,,,,cc-brown-1,,,DB,,,,,,,,,,,,,,Career,,,Louisiana,,,,,,,,7.0,3.5,,Career
Chris Brown,25,68,5.882352941176469,Career,,14.0,,,,1.0,0.0,0.0,,,,,,,,,7.0,,,,,chris-brown-10,,,DB,,,,,,,,,,,,1.0,,Career,46.0,1.0,Iowa State,60.0,,,,,,0.0,,,,
Chykie Brown,5,59,1.35593220338983,Career,,28.0,,,,1.0,0.0,0.0,,,2.0,0.0,,,,,6.0,,,,,chykie-brown-1,,,DB,,,,,,,,,,,,4.0,,Career,70.0,8.5,Texas,98.0,,,,,,0.0,15.0,7.5,,
Daniel Brown,2,58,0.5517241379310339,Career,,38.0,,0.0,0.0,1.0,1.0,1.0,,10-May,0.0,0.0,,0.0,0.0,,2.0,,,,,daniel-brown-1,,6.0,DB,0.0,,,,,,,,,,,5.0,0.0,Career,75.0,15.5,Louisville,113.0,1.0,0.0,170.0,,,0.0,0.0,,,
Jalil Brown,4,49,1.3061224489795902,Career,,25.0,,,,,,,,,6.0,0.0,,,,,,,,,,jalil-brown-1,,,DB,,,,,,,,,,,,0.0,,Career,108.0,4.5,Colorado,133.0,,,,,,,90.0,15.0,,
Jason Brown,35,100,5.6,,,,,,,,,,,,3.0,0.0,,,,,,,,,,jason-brown-1,,,DB,,,,,,,,,,,,,,Career,,,Memphis,,,,,,,,42.0,14.0,,Career
Mike Brown,4,18,3.55555555555556,Career,,52.0,,0.0,0.0,0.0,1.0,,,1-Jun,4.0,2.0,,0.0,,,5.0,,,,,mike-brown-20,,12.0,DB,0.0,,,,,,,,,,,0.5,,Career,66.0,7.5,Miami (OH),118.0,2.0,,210.0,,,,121.0,30.3,,
Corey Brown,11,43,4.09302325581395,Career,,,,0.0,0.0,,,,,1-Jun,,,,0.0,,,,,,,,corey-brown-2,,108.0,DB,2.0,,,,,,,,,,,,,Career,,,Ohio State,,18.0,,201.0,,,,,,,
Ralph Brown,15,129,1.8604651162790702,,,,,,,,,,,,11.0,1.0,,,,,,,,,,ralph-brown-2,,12.0,DB,1.0,,,,,,,,,,,,,Career,,,Nebraska,,2.0,,,,,,253.0,23.0,,Career
Sergio Brown,11,94,1.8723404255319098,Career,,23.0,,,,2.0,0.0,0.0,,,,,,,,,8.0,,,,,sergio-brown-1,,,DB,,,,,,,,,,,,1.0,,Career,65.0,4.0,Notre Dame,88.0,,,,,,0.0,,,,
Sheldon Brown,67,175,6.12571428571429,,,,,,,,,,,,10.0,0.0,,,,,,,,,,sheldon-brown-1,,,DB,,,,,,,,,,,,,,Career,,,South Carolina,,,,,,,,206.0,20.6,,Career
Tarell Brown,30,117,4.1025641025641,,,35.0,,,,,0.0,0.0,,,3.0,0.0,,,,,,,,,,tarell-brown-1,,,DB,,,,,,,,,,,,0.0,,Career,61.0,2.0,Texas,96.0,,,,,,0.0,42.0,14.0,,Career
Tony Brown,2,20,1.6,Career,,30.0,,,,1.0,0.0,,,7-Jun,3.0,0.0,,,,,5.0,,,,,tony-brown-8,,,DB,,,,,,,,,,,,0.5,,Career,56.0,4.5,Alabama,86.0,,,317.0,,,,9.0,3.0,,
David Bruton,11,108,1.6296296296296298,Career,,76.0,,,,0.0,0.0,0.0,,,7.0,0.0,,,,,1.0,,,,,david-bruton-1,,,DB,,,,,,,,,,,,1.0,,Career,137.0,7.0,Notre Dame,213.0,,,,,,0.0,77.0,11.0,,
Courtney Bryan,1,19,0.842105263157895,,,39.0,,,,,,,,,7.0,1.0,,0.0,,,,,,,,courtney-bryan-1,,6.0,DB,,,,,,,,,,,,0.0,,Career,57.0,4.5,New Mexico State,96.0,1.0,,,,,,36.0,5.1,,Career
Phillip Buchanon,40,122,5.245901639344259,,,,,,,,,1.0,,,7.0,2.0,,0.0,,,,,,,,phillip-buchanon-1,,30.0,DB,2.0,,,,,,,,,,,,,Career,,,Miami (FL),,5.0,,,,,77.0,235.0,33.6,,Career
Daniel Bullocks,7,31,3.61290322580645,,,37.0,,,,,,2.0,,,8.0,0.0,,,,,,,,,,daniel-bullocks-1,,12.0,DB,0.0,,,,,,,,,,,0.0,,Career,46.0,4.0,Nebraska,83.0,2.0,,,,,40.0,210.0,26.3,,Career
Josh Bullocks,23,90,4.08888888888889,,,,,,,,,,,,13.0,0.0,,,,,,,,,,josh-bullocks-1,,6.0,DB,1.0,,,,,,,,,,,,,Career,,,Nebraska,,1.0,,,,,,211.0,16.2,,Career
Melvin Bullitt,12,50,3.84,,,85.0,,,,,,,,,4.0,0.0,,,,,,,,,,melvin-bullitt-1,,,DB,,,,,,,,,,,,0.0,,Career,56.0,10.5,Texas A&M,141.0,,,,,,,21.0,5.3,,Career
Artie Burns,15,58,4.13793103448276,Career,,28.0,,,,1.0,1.0,,,Jun-00,7.0,0.0,,,,,14.0,,,,,artie-burns-1,,,DB,,,,,,,,,,,,2.0,,Career,65.0,3.0,Miami (FL),93.0,,,193.0,,,,37.0,5.3,,
Morgan Burnett,39,121,5.1570247933884295,Career,,88.0,,,,,,,,,14.0,1.0,,,,,,,,,,morgan-burnett-1,1.0,6.0,DB,,,,,,,1.0,0.0,1.0,1.0,0.0,1.0,,Career,147.0,13.5,Georgia Tech,235.0,1.0,,,1.0,1.0,,135.0,9.6,,
Brandon Burton,1,23,0.695652173913043,Career,,30.0,,,,0.0,0.0,0.0,,1-Jun,3.0,0.0,,,,,0.0,,,,,brandon-burton-1,,,DB,,,,,,,,,,,,1.0,,Career,71.0,5.0,Utah,101.0,,,200.0,,,0.0,69.0,23.0,,
Deon Bush,5,54,1.48148148148148,Career,,45.0,,,,9.0,3.0,0.0,,1-Jun,4.0,0.0,,,,,13.0,,,,,deon-bush-1,,,DB,,,,,,,,,,,,4.0,,Career,123.0,10.0,Miami (FL),168.0,,,205.0,,,0.0,0.0,0.0,,
Jarrett Bush,11,137,1.28467153284672,,,18.0,,,,,,,,,3.0,0.0,,,,,,,,,,jarrett-bush-1,,,DB,,,,,,,,,,,,1.0,,Career,32.0,1.5,Utah State,50.0,,,,,,,20.0,6.7,,Career
Josh Bush,3,45,1.06666666666667,Career,,36.0,,,,0.0,1.0,0.0,,,7.0,0.0,,,,,8.0,,,,,josh-bush-1,,,DB,,,,,,,,,,,,0.0,,Career,98.0,6.0,Wake Forest,134.0,,,,,,0.0,176.0,25.1,,
Crezdon Butler,2,46,0.695652173913043,Career,,57.0,,,,,,,,,11.0,0.0,,,,,,,,,,crezdon-butler-1,,,DB,,,,,,,,,,,,2.0,,Career,117.0,8.0,Clemson,174.0,,,,,,,243.0,22.1,,
Darius Butler,26,124,3.3548387096774195,Career,,56.0,,,,,,,,,10.0,2.0,,1.0,,,,,,,,darius-butler-1,,30.0,DB,,,,,,,,,,,,0.0,,Career,125.0,7.5,Connecticut,181.0,5.0,,,,,,213.0,21.3,,
Quincy Butler,4,22,2.90909090909091,,,17.0,,,,,,,,,7.0,1.0,,,,,,,,,,quincy-butler-1,,6.0,DB,,,,,,,,,,,,0.0,,Career,36.0,2.0,Texas Christian,53.0,1.0,,,,,,184.0,26.3,,Career
Rashad Butler,6,51,1.88235294117647,,,,,,,,,,,,2.0,0.0,,,,,,,,,,rashad-butler-2,,,DB,,,,,,,,,,,,,,Career,,,Ohio,,,,,,,,0.0,0.0,,Career
Jairus Byrd,46,118,6.23728813559322,Career,,60.0,,,,,,1.0,,,17.0,0.0,,,,,,,,,,jairus-byrd-1,,12.0,DB,1.0,,,,,,,,,,,1.0,,Career,144.0,6.0,Oregon,204.0,2.0,,,,,33.0,113.0,6.6,,
Ahmad Carroll,14,57,3.92982456140351,,,,,,,,,,,,4.0,0.0,,,,,,,,,,ahmad-carroll-1,1.0,,DB,,,,,,,1.0,0.0,12.0,12.0,0.0,,,Career,,,Arkansas,,,,,12.0,12.0,,43.0,10.8,,Career
Chris Carr,19,125,2.432,,,,,,,,,,,,5.0,0.0,,0.0,,,,,,,,chris-carr-1,1.0,18.0,DB,3.0,,,,,,1.0,0.0,13.0,13.0,0.0,,,Career,,,Boise State,,3.0,,,13.0,13.0,,0.0,0.0,,Career
Nolan Carroll,24,103,3.7281553398058302,Career,,30.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,9.0,,,,,nolan-carroll-1,,,DB,,,,,,,,,,,,0.0,,Career,31.0,1.0,Maryland,61.0,,,,,,0.0,0.0,,,
Jamal Carter,2,27,1.18518518518519,Career,,69.0,,,,1.0,1.0,,,1-Jun,2.0,0.0,,,,,10.0,,,,,jamal-carter-1,,,DB,,,,,,,,,,,,0.0,,Career,95.0,2.5,Miami (FL),164.0,,,215.0,,,,48.0,24.0,,
Quinton Carter,5,30,2.6666666666666696,Career,,91.0,,,,0.0,0.0,0.0,,,8.0,0.0,,,,,2.0,,,,,quinton-carter-1,,,DB,,,,,,,,,,,,0.0,,Career,131.0,5.5,Oklahoma,222.0,,,,,,0.0,62.0,7.8,,
Tony Carter,6,45,2.13333333333333,Career,,35.0,,,,,,1.0,,,9.0,3.0,,,,,,,,,,tony-carter-1,,30.0,DB,1.0,,,,,,,,,,,1.0,,Career,104.0,12.5,Florida State,139.0,5.0,,,,,0.0,173.0,19.2,,
Antoine Cason,30,110,4.36363636363636,Career,,40.0,,,,,,,,,15.0,3.0,,,,,,,,,,antoine-cason-1,,30.0,DB,2.0,,,,,,,,,,,1.0,,Career,143.0,8.5,Arizona,183.0,5.0,,,,,,349.0,23.3,,
Kam Chancellor,51,109,7.48623853211009,Career,,109.0,,,,,,,,,6.0,0.0,,,,,,,,,,kam-chancellor-1,,,DB,,,,,,,,,,,,0.5,,Career,99.0,4.5,Virginia Tech,208.0,,,,,,,24.0,4.0,,
Sean Chandler,2,29,1.10344827586207,Career,,82.0,,0.0,0.0,4.0,2.0,,,Jun-00,10.0,2.0,,0.0,,,23.0,,,,,sean-chandler-2,,12.0,DB,0.0,,,,,,,,,,,3.0,,Career,183.0,13.5,Temple,265.0,2.0,,195.0,,,,212.0,21.2,,
