name,approximate_value,games.x,AVp16,X1,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games.y,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year,X
Mason Crosby,37,208,2.84615384615385,,,,,113.0,71.0,,,,,,,,,,,,,,,,,mason-crosby-1,,326.0,K,,,,,,,,,,,,,,Career,,,Colorado,,0.0,,,,,,,,,Career
Sam Ficken,1,19,0.842105263157895,Career,,0.0,,109.0,54.0,0.0,0.0,,,2-Jun,0.0,0.0,,0.0,,,0.0,,,,,sam-ficken-1,,271.0,K,0.0,,,,,,,,,,,0.0,,Career,3.0,0.0,Penn State,3.0,0.0,,184.0,,,,0.0,,,
Nick Folk,26,161,2.58385093167702,,,0.0,,79.0,30.0,,,,,,0.0,0.0,,,,,,,,,,nick-folk-1,1.0,169.0,K,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,,Career,1.0,0.0,Arizona,1.0,0.0,,,1.0,1.0,,0.0,,,Career
Kai Forbath,16,81,3.16049382716049,Career,,,,102.0,85.0,,,,,,,,,,,,,,,,,kai-forbath-1,,357.0,K,,,,,,,,,,,,,,Career,,,UCLA,,0.0,,,,,,,,,
Ryan Fowler,14,70,3.2,Career,17.5,,1.0,81.0,28.0,,,,,,,,0.0,,,2.0,,50.0,0.0,35.0,17.5,ryan-fowler-2,,165.0,K,,197.0,,,,,,,,,,,,Career,,,Vanderbilt,,0.0,,,,,,,,,
Graham Gano,24,134,2.86567164179104,Career,,3.0,,33.0,24.0,,,,,,0.0,0.0,,,,,,,,,,graham-gano-1,3.0,105.0,K,,,,,,,3.0,0.0,40.0,13.3,0.0,0.0,,Career,2.0,0.0,Florida State,5.0,0.0,,,40.0,13.3,,0.0,,,
Stephen Gostkowski,47,204,3.6862745098039196,,,,,159.0,70.0,,,,,,,,,,,,,,,,,stephen-gostkowski-1,,369.0,K,,,,,,,,,,,,,,Career,,,Memphis,,0.0,,,,,,,,,Career
Garrett Hartley,10,59,2.71186440677966,Career,,2.0,,169.0,47.0,,,,,,0.0,0.0,,,,,,,,,,garrett-hartley-1,1.0,310.0,K,,,,,,,1.0,0.0,6.0,6.0,0.0,0.0,,Career,4.0,0.0,Oklahoma,6.0,0.0,,,6.0,6.0,,0.0,,,
Alex Henery,8,50,2.56,Career,,2.0,,193.0,68.0,,,,,,0.0,0.0,,,,,,,,,,alex-henery-1,2.0,397.0,K,,,,,,,2.0,0.0,36.0,18.0,0.0,0.0,,Career,1.0,0.0,Nebraska,3.0,0.0,,,36.0,18.0,,0.0,,,
Dustin Hopkins,15,71,3.38028169014085,Career,,4.0,,202.0,88.0,,,,,,0.0,0.0,,,,,,,,,,dustin-hopkins-1,,466.0,K,,,,,,,,,,,,0.0,,Career,6.0,0.0,Florida State,10.0,0.0,,,,,,0.0,,,
Will Johnson,1,63,0.253968253968254,Career,,,,7.0,0.0,,,,,,,,,,,,,,,,,will-johnson-1,,7.0,K,,,,,,,,,,,,,,Career,,,San Jose State,,0.0,,,,,,,,,
Aaron Jones,21,40,8.4,Career,,0.0,,274.0,59.0,0.0,0.0,,,3-Jun,0.0,0.0,,0.0,,,0.0,,,,,aaron-jones-2,,451.0,K,0.0,,,,,,,,,,,0.0,,Career,3.0,0.0,Baylor,3.0,0.0,,190.0,,,,0.0,,,
Josh Lambo,17,71,3.83098591549296,2012,,,,2.0,,,,,2.0,Jun-00,,,,,,,,,,,,josh-lambo-1,,2.0,K,,,,,,,,,,,,,,2012,,,Texas A&M,,0.0,,220.0,,,,,,,
Spencer Lanning,3,33,1.45454545454545,Career,,0.0,,80.0,34.0,,,,,,0.0,0.0,,,,,,,,,,spencer-lanning-1,1.0,182.0,K,,,,,,,1.0,0.0,12.0,12.0,0.0,0.0,,Career,5.0,0.0,South Carolina,5.0,0.0,,,12.0,12.0,,0.0,,,
Shane Lechler,69,286,3.86013986013986,,19.0,,2.0,6.0,1.0,,,,,,,,0.0,,,3.0,,66.7,1.0,37.0,12.3,shane-lechler-1,1.0,9.0,K,,280.3,,,,,1.0,0.0,22.0,22.0,0.0,,,Career,,,Texas A&M,,0.0,,,22.0,22.0,,,,,Career
Rhys Lloyd,0,50,0.0,,,,,102.0,26.0,,,,,,,,,,,,,,,,,rhys-lloyd-1,4.0,180.0,K,,,,,,,4.0,0.0,12.0,3.0,0.0,,,Career,,,Minnesota,,0.0,,,12.0,3.0,,,,,Career
Wil Lutz,17,64,4.25,Career,-1.0,0.0,1.0,102.0,27.0,0.0,0.0,,,Jun-00,0.0,0.0,0.0,0.0,,1.0,0.0,100.0,0.0,-1.0,-1.0,wil-lutz-1,,183.0,K,0.0,91.6,,,,,,,,,,0.0,,Career,4.0,0.0,Georgia State,4.0,0.0,,190.0,,,,0.0,,,
Pat McAfee,21,127,2.6456692913385798,Career,,1.0,,210.0,58.0,,,,,,0.0,0.0,,,,,,,,,,pat-mcafee-1,,384.0,K,,,,,,,,,,,,0.0,,Career,8.0,0.0,West Virginia,9.0,0.0,,,,,,0.0,,,
Brandon McManus,18,95,3.03157894736842,Career,,3.0,,158.0,60.0,0.0,1.0,,,,0.0,0.0,,,,,0.0,,,,,brandon-mcmanus-1,4.0,338.0,K,,,,,,,4.0,0.0,23.0,5.8,0.0,0.0,,Career,10.0,0.0,Temple,13.0,0.0,,,23.0,5.8,,0.0,,,
Thomas Morstead,31,174,2.85057471264368,Career,,2.0,,106.0,37.0,,,,,,0.0,0.0,,,,,,,,,,thomas-morstead-1,1.0,217.0,K,,,,,,,1.0,0.0,34.0,34.0,0.0,0.0,,Career,2.0,0.0,SMU,4.0,0.0,,,34.0,34.0,,0.0,,,
Michael Palardy,8,55,2.32727272727273,Career,1.7,1.0,1.0,109.0,37.0,0.0,0.0,,,11-May,0.0,0.0,0.0,0.0,,3.0,0.0,33.3,0.0,5.0,1.7,michael-palardy-1,1.0,220.0,K,0.0,47.3,0.0,0.0,,0.0,1.0,0.0,16.0,16.0,0.0,0.0,,Career,2.0,0.0,Tennessee,3.0,0.0,,185.0,16.0,16.0,,0.0,,,
Cody Parkey,12,68,2.82352941176471,Career,,0.0,,136.0,39.0,0.0,0.0,,,Jun-00,0.0,0.0,,0.0,,,0.0,,,,,cody-parkey-1,,253.0,K,0.0,,,,,,,,,,,0.0,,Career,1.0,0.0,Auburn,1.0,0.0,,190.0,,,,0.0,,,
Matt Prater,38,187,3.2513368983957203,,,0.0,,108.0,50.0,,,,,,0.0,0.0,,,,,,,,,,matt-prater-1,1.0,258.0,K,,,,,,,1.0,0.0,-2.0,-2.0,0.0,0.0,,Career,3.0,0.0,UCF,3.0,0.0,,,-2.0,-2.0,,0.0,,,Career
Jason Sanders,6,32,3.0,Career,,5.0,,111.0,25.0,1.0,0.0,,,11-May,0.0,0.0,,0.0,,,0.0,,,,,jason-sanders-1,,186.0,K,0.0,,,,,,,,,,,0.0,,Career,3.0,0.0,New Mexico,8.0,0.0,,190.0,,,,0.0,,,
Cairo Santos,11,67,2.62686567164179,Career,,0.0,,129.0,61.0,0.0,0.0,,,8-May,0.0,0.0,,0.0,,,0.0,,,,,cairo-santos-1,,312.0,K,0.0,,,,,,,,,,,0.0,,Career,2.0,0.0,Tulane,2.0,0.0,,160.0,,,,0.0,,,
Jake Scott,69,131,8.42748091603053,Career,,1.0,,25.0,7.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,,,jake-scott-1,,46.0,K,0.0,,,,,,,,,,,0.0,0.0,Career,0.0,0.0,Wyoming,1.0,0.0,0.0,,,,0.0,0.0,,,
Brad Smith,20,127,2.51968503937008,Career,,0.0,,,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,brad-smith-3,,,K,,,,,,,,,,,,0.0,,Career,1.0,0.0,USC,1.0,,,,,,0.0,,,,
Caleb Sturgis,8,68,1.88235294117647,Career,,4.0,,130.0,70.0,,,,,,0.0,0.0,,,,,,,,,,caleb-sturgis-1,,340.0,K,,,,,,,,,,,,0.0,,Career,6.0,0.0,Florida,10.0,0.0,,,,,,0.0,,,
Ryan Succop,31,166,2.98795180722892,2005,,,,,0.0,,,,2.0,,0.0,0.0,,,,,,,,,,ryan-succop-1,0.0,0.0,K,,,,,,,,,,,0.0,,,2005,,,South Carolina,,0.0,,,0.0,,,0.0,,,
John Sullivan,67,153,7.00653594771242,Career,,0.0,,30.0,29.0,,,,,,0.0,0.0,,,,,,,,,,john-sullivan-1,,117.0,K,,,,,,,,,,,,0.0,,Career,1.0,0.0,New Mexico,1.0,0.0,,,,,,0.0,,,
Giorgio Tavecchio,3,19,2.52631578947368,Career,,4.0,,112.0,48.0,0.0,0.0,,,,0.0,0.0,,,,,0.0,,,,,giorgio-tavecchio-1,,256.0,K,,,,,,,,,,,,0.0,,Career,4.0,0.0,California,8.0,0.0,,,,,,0.0,,,
Justin Tucker,41,128,5.125,Career,,4.0,,71.0,40.0,,,,,,0.0,0.0,,,,,,,,,,justin-tucker-1,3.0,191.0,K,,,,,,,3.0,0.0,15.0,5.0,0.0,0.0,,Career,17.0,0.0,Texas,21.0,0.0,,,15.0,5.0,,0.0,,,
Blair Walsh,15,89,2.69662921348315,Career,,0.0,,184.0,76.0,,,,,,0.0,0.0,,,,,,,,,,blair-walsh-1,,412.0,K,,,,,,,,,,,,0.0,,Career,6.0,0.0,Georgia,6.0,0.0,,,,,,0.0,,,
Tress Way,15,96,2.5,Career,,0.0,,11.0,1.0,,,,,,0.0,0.0,,,,,,,,,,tress-way-1,,14.0,K,,,,,,,,,,,,0.0,,Career,2.0,0.0,Oklahoma,2.0,0.0,,,,,,0.0,,,
Matt Wile,2,22,1.45454545454545,Career,,1.0,,33.0,20.0,0.0,0.0,,,2-Jun,0.0,0.0,,0.0,,,0.0,,,,,matt-wile-1,,93.0,K,0.0,,,,,,,,,,,0.0,,Career,4.0,0.0,Michigan,5.0,0.0,,219.0,,,,0.0,,,
Brad Wing,8,64,2.0,Career,-2.0,0.0,1.0,,,0.0,0.0,,,,0.0,0.0,0.0,,,1.0,0.0,100.0,0.0,-2.0,-2.0,brad-wing-1,1.0,,K,,83.2,,,,,1.0,0.0,44.0,44.0,0.0,0.0,,Career,2.0,0.0,LSU,2.0,,,,44.0,44.0,,0.0,,,
Logan Cooke,5,32,2.5,Career,-45.0,0.0,0.0,,,0.0,0.0,,,5-Jun,0.0,0.0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,logan-cooke-1,2.0,,PK,,-200.0,0.0,0.0,,0.0,2.0,0.0,14.0,7.0,0.0,0.0,,Career,4.0,0.0,Mississippi State,4.0,,,224.0,14.0,7.0,,0.0,,,
Jake Elliott,9,47,3.06382978723404,Career,,0.0,,202.0,81.0,0.0,0.0,,,10-May,0.0,0.0,,0.0,,,0.0,,,,,jake-elliott-1,,445.0,PK,0.0,,,,,,,,,,,0.0,,Career,3.0,0.0,Memphis,3.0,0.0,,165.0,,,,0.0,,,
Zane Gonzalez,6,39,2.46153846153846,Career,,1.0,,204.0,96.0,0.0,0.0,,,1-Jun,0.0,0.0,,0.0,,,0.0,,,,,zane-gonzalez-1,,494.0,PK,0.0,,,,,,,,,,,0.0,,Career,2.0,0.0,Arizona State,3.0,0.0,1.0,190.0,,,,0.0,,,
Rigoberto Sanchez,7,48,2.3333333333333304,Career,,0.0,,72.0,21.0,0.0,0.0,,,1-Jun,0.0,0.0,,0.0,,,0.0,,,,,rigoberto-sanchez-1,,135.0,PK,0.0,,,,,,,,,,,0.0,,Career,4.0,0.0,Hawaii,4.0,0.0,,190.0,,,,0.0,,,
